Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC20,01/02/16,Kennet at Woolhampton,1,2,16,10:00,10:00,,9.7,8.05,4861,8.82,55,58,89,,0.042,7.82,1.59,0.10,22.61,0.04,27.55,6.22,19.66,7.95,6.25,3.37,7.93,607.5,219,,,,,,20.34,118.28,12.48,2.13,2.25,10.82,,,,3.59,2.19,1.27,,,,,,,,,,,,14.20,,Thames_PP_20,02/02/2016,106,144,14,871,53,63,5,298,91,5,19,,,,,,,
TC20,08/02/16,Kennet at Woolhampton,8,2,16,10:10,10:15,High flow,8,7.98,4350,20.97,72,73,117,,0.041,7.34,3.43,0.16,21.88,0.05,25.10,5.67,18.12,6.45,5.70,4.34,7.65,553.2,189,,,,,,20.42,107.09,61.44,2.46,2.24,10.88,,,,5.00,2.55,2.33,,,,,,,,,,,,21.20,,Thames_PP_20,09/02/2016,149,269,34,1164,82,135,5,274,341,29,38,,,,,,,
TC20,15/02/16,Kennet at Woolhampton,15,2,16,9:50,9:45,,5.9,8.1,4567,6.69,57,48,71,,0.045,7.61,2.17,0.14,22.65,0.14,28.17,6.36,19.07,7.16,6.39,2.49,7.9,610.8,194,,,,,8.38,19.66,120.48,15.94,2.06,2.21,10.94,,,,3.69,2.16,1.84,,,,,,,,,,,,14.90,,Thames_PP_20,18/02/2016,106,101,14,505,29,29,0,72,58,0,19,,,,,,,
TC20,22/02/16,Kennet at Woolhampton,22,2,16,10:40,10:45,,10.1,8.09,4857,9.89,51,44,73,,0.023,7.34,2.02,0.15,23.25,0.08,28.83,6.51,19.10,7.30,6.53,2.07,8.01,608.5,184,,,,,3.12,19.40,120.90,9.52,1.99,2.14,11.41,,,,3.20,2.07,0.90,,,,,,,,,,,,15.80,,Thames_PP_20,23/02/2016,183,168,14,731,43,106,10,192,164,5,10,,,,,,,
TC20,29/02/16,Kennet at Woolhampton,29,2,16,10:35,10:30,,7,8.14,4804,5.25,42,46,74,,0.022,7.06,2.10,0.14,21.94,0.15,29.97,6.77,18.61,7.62,6.78,2.36,7.97,609.9,260,,,,,,18.33,122.13,7.13,1.85,2.09,10.16,,,,3.15,1.67,1.98,,,,,,,,,,,,13.90,,Thames_PP_20,01/03/2016,178,154,5,741,38,48,10,115,91,0,19,,,,,,,
TC20,07/03/16,Kennet at Woolhampton,7,3,16,9:40,9:45,,7.1,8.14,4849,4.33,34,39,49,,0.034,6.68,1.15,0.13,21.96,0.04,30.09,6.79,18.47,7.50,6.82,2.57,8.03,610.2,101,,,,,,18.07,117.32,6.19,1.82,2.09,10.35,,,,2.77,1.88,-0.04,,,,,,,,,,,,12.70,,Thames_PP_20,08/03/2016,144,106,0,596,48,63,10,67,63,0,5,,,,,,,
TC20,14/03/16,Kennet at Woolhampton,14,3,16,10:40,10:45,,8.5,8.15,4601,6.64,36,30,35,,0.025,6.29,2.88,0.12,22.48,0.06,28.77,6.50,18.63,8.18,6.51,2.92,8.05,607.1,198,,,,,,18.68,115.33,9.35,1.91,2.14,10.41,,,,3.46,1.61,1.03,,,,,,,,,,,,13.40,,Thames_PP_20,15/03/2016,366,144,5,1587,53,48,10,96,82,5,10,,,,,,,
TC20,21/03/16,Kennet at Woolhampton,21,3,16,10:30,10:30,,8.9,8.23,4275,4.62,29,42,39,,0.032,6.26,5.49,0.14,22.14,0.05,29.92,6.76,18.48,7.37,6.78,2.21,8.03,603.8,193,,,,,1.64,16.39,117.68,5.26,1.84,2.04,10.11,,,,2.95,1.74,-0.05,,,,,,,,,,,,12.60,,Thames_PP_20,22/03/2016,467,293,14,1419,14,38,0,202,115,10,29,,,,,,,
TC20,29/03/16,Kennet at Woolhampton,29,3,16,10:35,10:30,High flow,9.2,7.99,3343,22.67,70,77,155,,0.098,5.95,16.69,0.13,20.66,0.04,22.02,4.97,16.25,5.42,5.05,5.65,7.79,510.3,179,,,,,21.61,18.10,93.91,50.68,2.51,2.10,10.41,,,,5.11,2.25,2.66,,,,,,,,,,,,22.60,,Thames_PP_20,30/03/2016,832,948,24,3982,154,212,24,236,544,14,43,,,,,,,
TC20,04/04/16,Kennet at Woolhampton,4,4,16,10:35,10:30,,11.3,8.2,4525,8.16,26,27,38,,0.027,5.65,6.72,0.13,21.83,0.02,27.32,6.17,18.59,8.09,6.19,3.39,7.69,592.5,191,,,,,0.21,17.26,114.19,8.11,1.96,2.11,10.54,,,,3.95,1.80,2.06,,,,,,,,,,,,14.50,,,,,,,,,,,,,,,,,,,,,
TC20,11/04/16,Kennet at Woolhampton,11,4,16,10:55,11:00,,10,8.1,4827,7.06,32,51,70,,0.009,4.77,7.78,0.13,22.75,0.05,26.52,5.99,18.25,6.61,5.99,2.64,7.87,576,250,,,,,3.73,16.59,107.44,30.01,1.87,2.14,10.78,,,,5.54,3.62,3.83,,,,,,,,,,,,15.60,,Thames_PP_20,12/04/2016,2516,774,96,1453,53,67,5,120,48,10,63,,,,,,,
TC20,18/04/16,Kennet at Woolhampton,18,4,16,10:05,10:00,,9.6,8.07,4827,5.9,18,34,36,,0.022,4.90,8.74,0.14,23.05,0.02,27.46,6.20,19.05,7.63,6.22,3.34,7.9,588.8,188,,,,,3.01,16.41,112.32,9.90,1.86,2.13,10.71,,,,4.20,1.68,5.20,,,,,,,,,,,,13.90,,Thames_PP_20,19/04/2016,1404,659,82,1174,10,38,10,236,48,5,34,,,,,,,
TC20,25/04/16,Kennet at Woolhampton,25,4,16,8:30,8:30,,10,8.26,4608,4.99,14,37,41,,0.036,4.99,13.76,0.11,22.61,0.05,27.76,6.27,18.40,7.01,6.29,2.75,7.93,594.2,189,,,,,3.12,16.12,115.50,7.98,1.80,2.07,10.42,,,,3.63,1.89,4.99,,,,,,,,,,,,12.70,,Thames_PP_20,26/04/2016,1751,765,115,1101,19,53,0,168,14,0,38,,,,,,,
TC20,03/05/16,Kennet at Woolhampton,3,5,16,10:00,10:00,,11.9,8.33,4755,5.73,16,28,37,,0.040,4.85,10.32,0.14,21.76,0.05,27.60,6.23,18.03,7.09,6.26,2.66,7.88,589.2,183,,,,,-2.6,14.76,112.65,6.6,1.74,2.02,10.31,,,,3.1,1.3,2.0,,,,,,,,,,,,11.90,,Thames_PP_20,04/05/2016,996,673,87,1366,38,38,19,212,19,0,48,,,,,,,
TC20,09/05/16,Kennet at Woolhampton,9,5,16,11:05,11:00,,16.3,8.17,4617,5.91,14,18,34,,0.039,5.17,9.42,0.13,22.46,0.05,27.35,6.18,18.26,6.91,6.20,1.91,7.96,584.8,176,,,,,-2.29,18.25,113.18,6.30,1.89,2.03,10.27,,,,2.35,1.38,1.72,,,,,,,,,,,,11.10,,Thames_PP_20,11/05/2016,1616,2703,111,2121,63,111,19,24,19,0,29,,,,,,,
TC20,16/05/16,Kennet at Woolhampton,16,5,16,9:50,9:45,,13.6,8.11,4321,8.25,32,41,71,,0.051,6.46,8.54,0.16,22.84,0.06,26.73,6.04,18.38,6.65,6.07,2.95,7.68,593.7,190,,,,,-2.59,20.07,113.48,12.25,1.83,2.15,10.74,,,,4.98,1.62,1.35,,,,,,,,,,,,12.30,,Thames_PP_20,17/05/2016,1635,4286,87,2313,38,91,0,173,125,5,24,,,,,,,
TC20,23/05/16,Kennet at Woolhampton,23,5,16,11:10,11:15,,13.7,8.21,4591,8.83,34,35,52,,0.034,6.86,13.35,0.15,21.88,0.03,25.91,5.85,17.24,6.81,5.87,3.30,7.82,585.2,187,,,,,,19.95,111.16,12.54,1.86,2.07,10.33,,,,4.49,3.32,1.72,,,,,,,,,,,,12.10,,Thames_PP_20,24/05/2016,2280,7652,82,1573,63,135,14,178,53,0,48,,,,,,,
TC20,31/05/16,Kennet at Woolhampton,31,5,16,9:50,9:45,,13.8,8.18,4626,12.85,18,35,63,,0.032,6.55,20.19,0.15,23.09,0.02,27.13,6.13,17.99,7.37,6.15,3.64,7.94,592,239,,,,,,19.03,112.96,9.18,1.74,2.08,10.71,,,,2.90,1.86,0.63,,,,,,,,,,,,11.50,,Thames_PP_20,01/06/2016,5858,32519,255,3304,154,216,38,178,144,5,24,,,,,,,
TC20,06/06/16,Kennet at Woolhampton,6,6,16,11:00,11:00,,17.2,8.14,4587,9.34,33,45,64,,0.033,7.35,6.52,0.15,22.85,0.05,28.97,6.54,17.79,7.87,6.57,3.85,8.25,585.6,86,,,,,,19.47,113.40,9.05,1.84,2.10,10.80,,,,3.15,2.03,4.47,,,,,,,,,,,,9.88,,Thames_PP_20,07/06/2016,1294,6522,63,1116,77,178,10,188,77,5,67,,,,,,,
TC20,13/06/16,Kennet at Woolhampton,13,6,16,10:50,10:45,,15.3,8.09,4671,9.61,18,26,54,,0.046,7.14,17.62,0.12,21.98,0.03,26.92,6.08,17.26,7.48,6.11,2.26,7.94,587,158,,,,,,18.74,111.53,7.65,1.79,2.03,10.57,,,,2.65,3.01,1.01,,,,,,,,,,,,9.66,,Thames_PP_20,16/06/2016,4728,8162,212,2366,231,115,14,245,96,5,48,,,,,,,
TC20,21/06/16,Kennet at Woolhampton,21,6,16,18:00,18:00,,15.2,8.14,4104,10.15,30,39,51,,0.026,7.15,9.97,0.15,21.97,0.00,25.26,5.70,16.55,6.62,5.72,2.24,8.09,582.2,153,,,,,6.27,19.28,111.43,10.68,1.93,2.04,10.79,,,,3.25,1.71,2.90,,,,,,,,,,,,9.42,,Thames_PP_20,22/06/2016,1962,3790,91,2087,63,106,14,284,58,10,14,,,,,,,
TC20,27/06/16,Kennet at Woolhampton,27,6,16,10:25,10:30,,15.2,7.47,4652,8.67,29,36,61,,0.018,7.30,6.09,0.15,22.25,0.04,25.27,5.71,16.90,6.40,5.72,3.04,8.11,584.4,107,,,,,14.85,18.94,111.88,10.91,1.84,2.05,10.68,,,,2.96,1.68,-0.68,,,,,,,,,,,,8.84,,Thames_PP_20,29/06/2016,808,1818,154,2309,38,91,10,159,58,14,38,,,,,,,
TC20,04/07/16,Kennet at Woolhampton,4,7,16,8:40,8:45,,15,8.1,4697,6.98,28,31,79,,0.051,7.18,2.65,0.15,23.13,0.07,26.27,5.93,17.22,6.99,5.97,2.39,8.19,589.6,96,,,,,0.38,19.62,110.94,7.09,1.88,2.02,11.23,,,,2.26,2.22,2.55,,,,,,,,,,,,7.86,,Thames_PP_20,05/07/2016,784,2025,91,2145,24,82,0,188,154,0,29,,,,,,,
TC20,11/07/16,Kennet at Woolhampton,11,7,16,11:10,11:15,,16.6,8.27,4661,9.11,21,27,56,,0.023,7.18,6.43,0.11,23.56,0.03,26.06,5.89,17.94,6.65,5.90,2.70,8.11,591,262,,,,,7.76,20.03,109.88,6.88,1.89,2.04,11.06,,,,2.20,1.90,0.10,,,,,,,,,,,,7.00,,Thames_PP_20,13/07/2016,1212,4714,130,2655,29,96,0,149,159,0,19,,,,,,,
TC20,18/07/16,Kennet at Woolhampton,18,7,16,10:40,10:45,,17.7,8.2,4543,5.25,21,42,55,,0.009,6.81,2.99,0.01,23.07,0.05,25.35,5.72,17.49,6.50,5.73,2.20,8.04,583.7,162,,,,,1.08,20.07,109.58,6.52,1.90,2.00,11.05,,,,1.99,1.68,0.71,,,,,,,,,,,,6.55,,Thames_PP_20,19/07/2016,356,2506,77,3708,24,279,5,303,202,0,29,,,,,,,
TC20,25/07/16,Kennet at Woolhampton,25,7,16,9:45,9:45,,16.9,8.38,4653,6.22,31,40,60,,0.036,6.92,3.54,0.11,23.89,0.08,24.92,5.63,17.04,5.65,5.65,1.84,7.99,591.4,160,,,,,<LOD,20.8,109,13,2.28,2.06,12.3,<LOD,9.13,7.36,,,,,,,,,,,,,,,6.11,,Thames_PP_20,26/07/2016,423,3405,149,6373,29,236,14,351,394,10,10,,,,,,,
TC20,01/08/16,Kennet at Woolhampton,1,8,16,9:35,9:30,,15.3,8.73,4800,5.33,26,40,52,,0.030,7.15,3.26,0.10,23.47,0.05,25.38,5.73,16.98,6.19,5.75,1.43,7.98,580.2,186,,,,,<LOD,20.6,111,13,2.26,2.09,12.4,<LOD,9.28,7.53,,,,,,,,,,,,,,,6.27,,Thames_PP_20,02/08/2016,452,6205,279,5262,38,183,10,279,236,5,38,,,,,,,
TC20,08/08/16,Kennet at Woolhampton,8,8,16,12:40,12:45,,17.1,8.21,4740,4.83,29,53,82,,0.011,6.95,2.91,0.10,23.05,0.07,25.48,5.75,16.61,6.36,5.76,1.76,,,,,,,,<LOD,21,110,9,2.13,2.09,11.7,<LOD,9.06,7.45,,,,,,,,,,,,,,,5.62,,Thames_PP_20,09/08/2016,519,4165,255,4488,19,192,5,471,491,14,38,,,,,,,
TC20,15/08/16,Kennet at Woolhampton,15,8,16,10:20,10:15,,15.6,8.08,4753,4.72,29,73,81,,0.030,6.80,3.35,0.13,23.74,0.06,25.79,5.82,17.28,6.23,5.84,1.84,8.05,587.2,166,,,,,<LOD,19.6,106,13,2.32,2.02,12.2,<LOD,8.88,6.9,,,,,,,,,,,,,,,5.24,,Thames_PP_20,16/08/2016,394,2352,202,3006,19,361,10,164,303,10,19,,,,,,,
TC20,22/08/16,Kennet at Woolhampton,22,8,16,10:05,10:00,,16.2,8.12,4596,7.96,31,45,61,,0.019,6.97,2.89,0.12,23.31,0.09,24.976,5.64,16.36,6.20,5.65,1.61,8.06,587.5,174,,,,,<LOD,20.1,106,12,2.42,2.03,12,<LOD,8.7,6.95,,,,,,,,,,,,,,,5.16,,Thames_PP_20,23/08/2016,717,2237,284,3756,38,183,19,197,293,29,43,,,,,,,
TC20,30/08/16,Kennet at Woolhampton,30,8,16,,,No samples this week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,,,,,
TC20,05/09/16,Kennet at Woolhampton,5,9,16,16:05,16:00,,16,8.27,4618,5.46,36,54,65,,0.049,6.71,4.19,0.11,23.12,0.03,24.96,5.64,16.21,5.94,5.67,1.73,8.11,579,157,,,,,<LOD,20.5,108,11,2.52,2.03,11.8,<LOD,8.74,7.18,,,,,,,,,,,,,,,5.42,,Thames_PP_20,06/09/2016,1097,3078,202,4463,38,159,5,178,635,63,38,,,,,,,
TC20,12/09/16,Kennet at Woolhampton,12,9,16,11:20,11:15,,14,8.23,4603,5.59,79,40,58,,0.014,7.18,3.65,0.11,23.85,0.02,26.11,5.90,16.31,5.81,5.91,1.73,8.1,587.8,151,,,,,<LOD,19.7,105,12,2.53,1.97,11.8,<LOD,8.55,7.24,,,,,,,,,,,,,,,5.18,,Thames_PP_20,13/09/2016,601,1222,159,1693,48,82,0,53,192,24,34,,,,,,,
TC20,19/09/16,Kennet at Woolhampton,19,9,16,10:40,10:45,,14.5,8.15,4786,5.64,51,61 ,83 ,,0.038,7.19,2.58,0.14,24.29,0.06,24.92,5.63,17.41,5.85,5.66,2.44,8.09,590.7,151,,,,,<LOD,22.6,106,11,2.64,2.11,12.4,<LOD,9.21,7.16,,,,,,,,,,,,,,,5.55,,Thames_PP_20,20/09/2016,592,1193,135,1655,72,135,19,101,308,14,58,,,,,,,
TC20,26/09/16,Kennet at Woolhampton,26,9,16,10:55,11:00,,14,8.19,3816,7.62,29,27,43,,0.050,7.14,4.99,0.11,24.02,0.03,25.24,5.70,16.94,6.18,5.74,1.54,8.12,607.7,171,,,,,<LOD,21.5,109,10,2.61,2.15,13.1,<LOD,9.21,7.09,,,,,,,,,,,,,,,4.77,,Thames_PP_20,27/09/2016,707,2323,125,2126,53,192,14,82,361,19,120,,,,,,,
TC20,03/10/16,Kennet at Woolhampton,3,10,16,10:40,10:45,,11.4,8.14,4576,5.45,46,51,67,,0.049,6.94,3.59,0.11,24.19,0.00,26.12,5.90,16.94,7.52,5.93,1.87,8.19,602,151,,,,,<LOD,21.1,107,14,2.76,2.12,12.8,<LOD,8.93,7.15,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,,,,,
TC20,10/10/16,Kennet at Woolhampton,10,10,16,10:55,11:00,,11,8.14,4793,5.63,34,40,87,,0.028,7.10,6.04,0.12,25.24,0.04,26.74,6.04,17.37,6.43,6.06,1.90,7.98,603.5,207,,,,,<LOD,21.3,107,13,2.72,2.11,12.7,<LOD,9.09,7.16,,,,,,,,,,,,,,,4.56,,,,,,,,,,,,,,,,,,,,,
TC20,17/10/16,Kennet at Woolhampton,17,10,16,10:55,11:00,,11.7,8.11,4425,7.2,32,43,75,,0.046,6.85,4.25,0.11,23.27,0.04,24.80,5.60,16.16,5.65,5.63,2.01,8.19,569.3,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.50,,,,,,,,,,,,,,,,,,,,,
TC20,24/10/16,Kennet at Woolhampton,24,10,16,10:35,10:30,,9.7,8.11,4836,5.29,57,60,81,,0.025,7.20,7.37,0.13,25.24,0.00,27.25,6.15,17.35,6.78,6.17,1.56,8.15,608.5,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.53,,Thames_PP_20,26/10/2016,938,1222,697,967,19,91,10,34,154,0,19,,,,,,,
TC20,31/10/16,Kennet at Woolhampton,31,10,16,10:20,10:15,,11.3,8.16,4601,5.01,78,97,112,,0.034,7.83,6.21,0.11,25.99,0.00,26.69,6.03,17.57,6.77,6.05,1.60,8.01,613,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.57,,Thames_PP_20,01/11/2016,702,972,77,1573,43,53,19,43,168,19,130,,,,,,,
TC20,07/11/16,Kennet at Woolhampton,7,11,16,10:15,10:15,,5.4,8.16,4338,3.24,45,54,65,,0.034,7.15,8.39,0.12,25.75,0.00,25.90,5.85,17.91,7.00,5.87,2.01,8.08,612.8,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.54,,Thames_PP_20,08/11/2016,1159,1515,67,2131,29,63,5,82,245,5,164,,,,,,,
TC20,14/11/16,Kennet at Woolhampton,14,11,16,10:05,10:00,,7.2,8.09,4625,3.21,39,52,60,,0.029,7.31,3.20,0.13,25.62,0.00,25.51,5.76,17.38,6.28,5.78,2.77,8.04,610.3,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.41,,Thames_PP_20,15/11/2016,1039,1352,87,2886,48,67,19,120,139,5,154,,,,,,,
TC20,21/11/16,Kennet at Woolhampton,21,11,16,10:30,10:30,Fairly fast flowing,7.9,8.02,4512,16.02,58,54,109,,0.059,6.74,7.83,0.10,25.05,0.07,22.20,5.01,18.48,5.22,5.06,3.37,7.9,555.5,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.51,,Thames_PP_20,22/11/2016,1342,1679,303,3588,106,207,19,72,183,10,91,,,,,,,
TC20,28/11/16,Kennet at Woolhampton,28,11,16,10:55,11:00,,6.3,8.05,4899,5.81,54,75,101,,0.054,7.31,3.79,0.12,24.91,0.07,25.45,5.75,19.07,5.62,5.79,5.38,8.06,615.1,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,,Thames_PP_20,29/11/2016,346,337,91,1063,38,58,0,34,43,5,5,,,,,,,
TC20,05/12/16,Kennet at Woolhampton,5,12,16,10:35,10:30,,3.2,8.1,5045,4.81,47,57,77,,0.034,7.49,3.34,0.14,25.38,0.03,27.69,6.25,18.62,6.79,6.28,1.81,8.17,620.3,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,,Thames_PP_20,06/12/2016,433,370,43,1020,29,14,5,53,48,5,10,,,,,,,
TC20,12/12/16,Kennet at Woolhampton,12,12,16,10:25,10:30,,8.3,8.15,4836,4.77,78,82,81,,0.026,7.06,3.88,0.14,25.22,0.06,26.98,6.09,18.05,6.79,6.11,1.75,8.12,612.6,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.29,,Thames_PP_20,14/12/2016,447,409,96,1212,34,29,5,29,34,5,0,,,,,,,
TC20,03/01/17,Kennet at Woolhampton,3,1,17,11:05,11:00,,4.7,8.11,4779,3.92,52,73,82,,0.034,7.35,1.78,0.14,25.50,0.33,26.79,6.05,18.15,6.92,6.07,2.12,8.16,611.6,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.50,,Thames_PP_20,05/01/2017,164,664,43,1140,29,29,10,24,10,5,10,,,,,,,
TC20,09/01/17,Kennet at Woolhampton,9,1,17,9:40,9:45,,8.3,8.1,4504,4.28,92,80,110,,0.034,7.31,1.86,0.13,26.68,0.02,26.27,5.93,18.02,6.88,5.96,1.98,8.06,611.7,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.18,,Thames_PP_20,12/01/2017,202,741,48,866,58,58,10,63,19,0,14,,,,,,,
TC20,16/01/17,Kennet at Woolhampton,16,1,17,10:15,10:15,,7.4,8.07,3568,7.81,135,134,177,,0.031,7.04,1.96,0.12,34.99,0.00,27.02,6.10,19.19,7.33,6.12,8.32,6.72,614.5,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.55,,Thames_PP_20,18/01/2017,221,370,14,688,38,72,10,48,19,10,10,,,,,,,
TC20,23/01/17,Kennet at Woolhampton,23,1,17,10:20,10:15,,2.9,8.1,4577,3.56,56,72,74,,0.033,7.19,2.05,0.15,26.40,0.00,31.15,7.03,18.94,7.1,7.06,2.17,7.66,628.8,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.88,,Thames_PP_20,25/01/2017,192,577,34,616,19,38,0,43,24,0,5,,,,,,,
TC20,30/01/17,Kennet at Woolhampton,30,1,17,9:50,9:45,,7.3,8.12,4083,10.75,65,62,75,,0.039,6.83,4.85,0.12,30.04,0.00,26.60,6.01,18.33,6.15,6.03,3.29,8.13,600.6,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47,,Thames_PP_20,01/02/2017,1486,1674,96,750,58,139,14,38,101,38,24,,,,,,,
TC20,06/02/17,Kennet at Woolhampton,6,2,17,14:50,14:45,,7.1,8.09,4575,8.11,78,68,86,,0.023,7.09,3.17,0.15,25.35,0.03,25.92,5.85,19.05,6.65,5.87,3.75,8.14,599.1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.34,,Thames_PP_20,08/02/2017,625,774,87,986,43,82,14,43,19,0,19,,,,,,,
TC20,13/02/17,Kennet at Woolhampton,13,2,17,9:35,9:30,,5.8,8.07,4588,3.28,74,74,96,,0.04,7.4,2.04,0.14,25.55,0.02,28.73,6.49,19.64,7.31,6.52,3.52,7.95,619.9,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.94,,Thames_PP_20,15/02/2017,250,274,34,500,19,14,5,10,24,0,14,,,,,,,
TC20,20/02/17,Kennet at Woolhampton,20,2,17,9:50,9:45,,9.5,8,4883,7.4,48,45,56,,0.035,6.89,2.53,0.15,24.80,0.02,28.44,6.42,18.78,6.8,6.45,2.93,8.12,613.7,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.64,,Thames_PP_20,22/02/2017,197,351,77,577,24,48,0,48,14,0,14,,,,,,,
TC20,27/02/17,Kennet at Woolhampton,27,2,17,9:35,9:30,,9.1,8.11,4633,6.05,50,60,63,,0.025,6.91,3.37,0.13,25.51,0.01,27.75,6.27,17.97,6.71,6.28,3.59,8.12,615.2,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.21,,Thames_PP_20,02/03/2017,361,640,72,1073,34,67,5,231,67,0,24,,,,,,,
TC20,06/03/17,Kennet at Woolhampton,6,3,17,9:40,9:45,,8.2,8.07,4175,11.49,46,58,83,,0.02,6.47,4.86,0.13,24.92,0.02,24.92,5.63,19.05,6.22,5.64,3.38,7.97,577.4,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88,,Thames_PP_20,08/03/2017,471,1049,72,1294,34,106,5,279,139,24,14,,,,,,,
TC20,13/03/17,Kennet at Woolhampton,13,3,17,9:35,9:30,,10.2,8.11,4165,9.02,46,66,78,,0.011,6.5,5.8,0.15,24.41,0.00,26.97,6.09,19.21,6.59,6.10,2.48,8.07,599.9,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.32,,Thames_PP_20,17/03/2017,789,1005,63,1150,34,67,19,457,24,5,29,,,,,,,
TC20,3/20/17,Kennet at Woolhampton,20,3,17,9:40,9:45,,11.4,8.08,4564,10.07,36,40,57,,0.011,6.24,9.51,0.16,23.74,0.63,27.35,6.18,19.21,6.96,6.18,2.32,8.1,606.6,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.42,,Thames_PP_20,23/03/2017,904,2059,115,1510,19,77,29,433,38,0,53,,,,,,,
TC20,3/27/17,Kennet at Woolhampton,27,3,17,9:55,10:00,,9.7,8.14,3823,7.56,29,28,43,,0.015,1.88,6.59,0.13,23.65,0.02,27.48,6.21,19.01,7.04,6.22,2.57,8.25,599,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.18,,Thames_PP_20,29/03/2017,707,1554,58,1193,43,53,5,317,38,0,19,,,,,,,
TC20,4/3/17,Kennet at Woolhampton,3,4,17,10:35,10:30,,11.2,8.14,4614,8.25,29,39,71,,0.024,5.62,9.42,0.13,23.56,0.00,27.25,6.15,18.76,7.31,6.17,2.53,8.18,586.3,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.69,,,,,,,,,,,,,,,,,,,,,
TC20,4/10/17,Kennet at Woolhampton,10,4,17,10:20,10:15,,12.7,8.12,4864,10.27,31,37,114,,0.016,4.79,4.54,0.13,23.79,0.00,27.62,6.24,18.22,6.72,6.25,3.94,8.07,584.9,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.21,,Thames_PP_20,12/04/2017,2953,9831,48,2833,48,96,34,428,34,0,87,,,,,,,
TC20,4/18/17,Kennet at Woolhampton,18,4,17,11:10,11:15,,11.1,8.13,4785,10.44,18,35,75,,0.014,5.46,16.89,0.12,23.21,0.06,27.20,6.14,17.99,6.64,6.15,2.3,8.15,582,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.75,,Thames_PP_20,20/04/2017,3958,24491,149,4752,67,144,29,361,72,0,34,,,,,,,
TC20,4/24/17,Kennet at Woolhampton,24,4,17,9:30,9:30,,11.7,8.09,4578,9.35,2,30,52,,0.013,5.65,13.9,0.13,23.01,0.00,26.91,6.08,17.24,6.69,6.08,1.99,8,577.3,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.56,,Thames_PP_20,28/04/2017,2650,19494,168,4310,77,87,19,534,43,0,43,,,,,,,
