Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC11,20/07/15,Ock at Abingdon,20,7,15,14:40,14:45,,18.1,7.96,4228,16.36,363,378,421,,0.097,9.23,2.42,0.13,39.78,0.00,34.74,7.84,61.03,9.00,7.92,3.91,7.78,741,66,,,,,4.27,61.60,117.03,12.16,6.96,3.89,29.98,,,,7.43,5.66,2.45,,,,,,,,,,,,0.326,,Thames_PP_11,21/07/2015,245,231,82,914,19,67,0,111,341,5,29,,,,,,,
TC11,27/07/15,Ock at Abingdon,27,7,15,14:50,14:45,,16,7.94,3634,13.58,365,369,425,,0.068,8.10,2.01,0.14,30.76,0.00,20.71,4.68,61.99,5.33,4.73,5.25,7.7,642.7,71,,,,,13.32,55.36,104.52,29.27,6.58,3.74,21.44,,,,6.44,4.99,3.17,,,,,,,,,,,,0.565,,Thames_PP_11,28/07/2015,164,414,115,1294,38,34,0,139,366,10,14,,,,,,,
TC11,03/08/15,Ock at Abingdon,3,8,15,14:05,14:00,,17.3,7.90,4200,10.13,454,475,504,,0.066,8.38,2.31,0.14,40.41,0.00,33.70,7.61,72.64,8.31,7.66,4.02,7.82,744.6,129,,,,,3.23,60.27,118.73,11.38,7.60,4.21,29.79,,,,5.80,5.55,2.13,,,,,,,,,,,,0.372,,Thames_PP_11,04/08/2015,197,192,63,1063,10,10,10,327,529,5,67,,,,,,,
TC11,10/08/15,Ock at Abingdon,10,8,15,15:00,15:00,,18.2,7.89,4187,15.18,439,452,520,,0.075,7.75,3.60,0.13,58.50,0.04,33.58,7.58,71.17,8.26,7.64,4.99,7.68,790.7,73,,,,,-0.46,61.42,117.26,17.18,7.54,4.24,38.90,,,,6.94,5.89,3.72,,,,,,,,,,,,0.339,,Thames_PP_11,10/08/2015,236,620,111,2078,87,58,14,317,1010,91,106,,,,,,,
TC11,17/08/15,Ock at Abingdon,17,8,15,14:45,14:45,,16.5,7.83,4427,12.51,433,475,525,,0.051,7.97,1.83,0.15,38.89,0.00,24.56,5.55,77.05,6.49,5.58,4.82,7.72,732.2,103,,,,,0.85,60.33,116.82,12.32,6.85,4.43,26.66,,,,6.05,3.75,1.46,,,,,,,,,,,,0.399,,Thames_PP_11,18/08/2015,231,236,48,909,24,10,10,269,269,38,19,,,,,,,
TC11,24/08/15,Ock at Abingdon,24,8,15,14:55,15:00,,17.5,7.77,3849,17.33,387,407,452,,0.087,7.23,4.20,0.14,36.34,0.00,25.51,5.76,61.34,6.12,5.83,5.25,7.67,648.7,123,,,,,4.02,54.38,99.69,21.35,6.54,3.71,25.33,,,,7.46,6.41,2.22,,,,,,,,,,,,0.46,,Thames_PP_11,26/08/2015,130,289,48,1380,72,87,19,399,779,245,48,,,,,,,
TC11,01/09/15,Ock at Abingdon,1,9,15,14:15,14:15,,16.2,7.89,4385,14.09,450,437,512,,0.064,8.30,2.34,0.17,45.61,0.10,34.64,7.82,79.64,8.10,7.87,4.06,7.73,765.6,114,,,,,2.62,62.18,119.54,15.79,7.74,4.41,29.88,,,,5.58,4.32,1.35,,,,,,,,,,,,0.536,,Thames_PP_11,02/09/2015,72,212,24,938,63,29,10,269,289,5,24,,,,,,,
TC11,07/09/15,Ock at Abingdon,7,9,15,14:40,14:45,,14.7,7.98,4592,3.12,411,422,548,,0.054,7.86,1.36,0.16,45.45,0.00,35.25,7.96,88.01,9.50,8.00,4.22,7.77,800,88,,,,,3.61,58.06,124.74,12.88,7.50,4.73,29.96,,,,5.63,2.71,1.44,,,,,,,,,,,,0.373,,Thames_PP_11,10/09/2015,96,240,34,962,24,53,0,231,130,10,10,,,,,,,
TC11,14/09/15,Ock at Abingdon,14,9,15,14:30,14:30,,15.2,7.8,4032,8.49,383,417,440,,0.057,7.11,2.06,0.15,39.99,0.00,36.09,8.15,74.61,9.77,8.19,4.24,7.68,719.4,126,,,,,13.68,53.52,110.79,17.89,7.33,4.15,29.69,,,,5.65,4.00,3.50,,,,,,,,,,,,0.412,,Thames_PP_11,15/09/2015,135,366,87,1068,43,19,10,293,317,43,34,,,,,,,
TC11,21/09/15,Ock at Abingdon,21,9,15,14:40,14:45,,14.7,7.88,4322,9.15,345,380,401,,0.035,7.44,2.35,0.17,44.17,0.00,29.55,6.67,88.18,7.59,6.70,4.96,7.75,829.9,153,,,,,6.04,62.12,123.71,15.59,7.35,4.65,28.41,,,,5.05,3.89,1.75,,,,,,,,,,,,0.439,,Thames_PP_11,22/09/2015,135,255,34,1063,24,19,19,240,356,38,24,,,,,,,
TC11,28/09/15,Ock at Abingdon,28,9,15,14:25,14:30,,13.4,7.87,4537,7.17,424,454,465,,0.076,7.89,1.78,0.16,43.44,0.11,34.26,7.74,76.79,9.15,7.79,4.75,7.71,773.1,121,,,,,1.70,57.32,122.99,16.94,7.77,4.65,29.05,,,,5.07,3.01,1.39,,,,,,,,,,,,0.399,,Thames_PP_11,29/09/2015,96,139,19,568,19,19,0,168,505,38,10,,,,,,,
TC11,05/10/15,Ock at Abingdon,5,10,15,14:00,14:00,,14,7.9,4357,6.79,391,424,473,,0.003,6.77,2.07,0.13,45.03,0.06,32.38,7.31,77.61,8.81,7.31,4.21,7.66,756.1,139,,,,,-1.69,56.53,117.01,21.91,7.59,4.51,29.80,,,,5.93,6.66,3.46,,,,,,,,,,,,0.438,,Thames_PP_11,06/10/2015,202,236,43,1611,19,0,0,255,996,87,67,,,,,,,
TC11,12/10/15,Ock at Abingdon,12,10,15,13:55,14:00,,12.8,7.92,4560,4.93,357,374,382,,0.036,7.59,1.32,0.16,43.26,0.03,30.39,6.86,86.80,8.07,6.89,3.80,7.70,794.0,115,,,,,0.84,60.27,131.06,15.98,7.75,4.84,29.08,,,,5.33,3.07,2.91,,,,,,,,,,,,0.418,,Thames_PP_11,13/10/2015,58,96,48,871,24,14,24,149,231,0,14,,,,,,,
TC11,19/10/15,Ock at Abingdon,19,10,15,14:30,14:30,,12.7,7.96,4846,8.95,416,502,565,,0.023,7.73,1.57,0.15,47.03,0.00,37.82,8.54,86.32,9.51,8.56,3.61,7.87,810.3,173,,,,,-0.16,60.66,129.91,18.00,8.16,4.84,30.46,,,,5.74,3.48,3.13,,,,,,,,,,,,0.402,,Thames_PP_11,20/10/2015,82,106,38,1010,19,19,5,236,168,24,10,,,,,,,
TC11,26/10/15,Ock at Abingdon,26,10,15,13:50,13:45,,11.5,7.84,4644,4.75,424,418,452,,0.028,7.52,1.16,0.17,42.52,0.11,28.86,6.52,77.61,7.64,6.54,3.55,7.63,778,139,,,,,5.45,60.46,123.97,35.38,8.43,4.88,29.58,,,,5.92,3.46,2.00,,,,,,,,,,,,0.42,,Thames_PP_11,27/10/2015,43,72,38,515,14,14,0,120,125,0,0,,,,,,,
TC11,02/11/15,Ock at Abingdon,2,11,15,14:00,14:00,,12.5,7.85,4701,5.82,389,415,443,,0.007,8.09,1.58,0.21,42.67,0.08,26.86,6.06,82.13,5.97,6.07,4.10,7.67,793.5,154,,,,,1.76,64.74,130.43,22.03,8.15,4.95,27.84,,,,6.18,3.27,1.17,,,,,,,,,,,,0.473,,Thames_PP_11,04/11/2015,67,67,48,452,10,10,10,87,149,0,14,,,,,,,
TC11,09/11/15,Ock at Abingdon,9,11,15,14:10,14:15, Higher after rain,13.6,7.82,4593,8.81,346,384,407,,0.048,8.09,1.66,0.25,39.60,0.05,26.21,5.92,80.06,5.94,5.95,5.72,7.65,789.3,157,,,,,2.04,73.58,128.18,27.35,7.75,5.14,25.41,,,,7.98,4.25,4.01,,,,,,,,,,,,0.788,,Thames_PP_11,11/11/2015,58,72,53,611,10,29,5,159,82,0,5,,,,,,,
TC11,16/11/15,Ock at Abingdon,16,11,2015,13:50,13:45,,13.7,7.95,5074,6.43,382,378,423,,0.035,7.93,0.91,0.22,42.97,0.10,25.92,5.85,84.86,6.44,5.88,4.39,7.81,816.9,180,,,,,2.34,69.06,135.76,24.51,7.59,5.12,28.05,,,,6.78,3.64,1.87,,,,,,,,,,,,0.679,,Thames_PP_11,17/11/2015,48,53,29,616,19,10,14,164,130,0,14,,,,,,,
TC11,23/11/15,Ock at Abingdon,23,11,15,14:10,14:15,,7.3,7.94,5323,4.2,291,312,325,,0.059,7.59,0.72,0.22,42.66,0.08,31.84,7.19,88.02,7.64,7.23,4.28,7.94,830.3,158,,,,,-2.37,61.91,139.22,19.24,6.63,5.17,27.09,,,,5.96,2.74,1.96,,,,,,,,,,,,0.644,,Thames_PP_11,24/11/2015,19,53,10,442,0,0,5,139,91,5,14,,,,,,,
TC11,30/11/15,Ock at Abingdon,30,11,15,14:00,14:00,Higher after rain,11,7.93,5070,14.21,264,268,311,,0.055,7.15,2.02,0.28,43.05,0.16,31.03,7.01,84.62,7.41,7.05,5.34,7.72,802.1,178,,,,,10.33,67.83,133.94,29.45,6.58,5.37,26.58,,,,7.29,2.65,1.86,,,,,,,,,,,,1.23,,Thames_PP_11,01/12/2015,96,91,19,866,58,67,0,240,115,10,14,,,,,,,
TC11,07/12/15,Ock at Abingdon,7,12,15,14:00,14:00,,13,7.93,4625,7.04,257,276,317,,0.040,7.68,0.93,0.26,40.57,0.09,34.01,7.68,91.55,8.80,7.71,5.28,7.79,816.2,157,,,,,-2.47,64.46,142.71,19.81,6.55,5.60,26.69,,,,6.08,2.09,1.24,,,,,,,,,,,,0.871,,Thames_PP_11,09/12/2015,53,149,14,577,10,5,10,236,87,5,29,,,,,,,
TC11,14/12/15,Ock at Abingdon,14,12,15,14:30,14:30,Higher after rain,11,7.87,5068,19.83,294,307,379,,0.068,6.81,1.22,0.23,41.56,0.08,28.24,6.38,81.71,6.65,6.43,5.21,7.73,788.4,175,,,,,12.09,66.24,139.40,26.48,7.06,5.44,26.49,,,,7.52,2.39,2.19,,,,,,,,,,,,1.38,,Thames_PP_11,16/12/2015,34,125,38,875,58,48,5,298,212,5,10,,,,,,,
TC11,04/01/16,Ock at Abingdon,14,1,16,14:05,14:00,Higher after rain,10.1,7.76,3640,78,207,236,452,,0.148,7.05,4.83,0.36,30.47,0.09,40.90,9.24,53.21,9.64,9.35,9.36,7.6,657.6,171,,,,,353.02,57.75,98.06,312.04,5.02,4.15,15.11,,,,8.50,3.23,3.44,,,,,,,,,,,,4.85,,Thames_PP_11,05/01/2016,96,457,96,3078,197,202,29,784,11380,24,24,,,,,,,
TC11,11/01/16,Ock at Abingdon,11,1,16,13:50,13:45,All higher after rain,8.6,7.69,3602,63.63,188,204,395,,0.236,6.67,4.17,0.38,25.94,0.14,32.22,7.27,41.11,7.64,7.46,10.63,7.63,577.3,173,,,,,15.46,61.71,140.91,29.13,4.60,5.10,22.88,,,,7.28,2.00,1.38,,,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,
TC11,18/01/16,Ock at Abingdon,18,1,16,14:10,14:15,,8.1,7.93,4329,10.1,178,172,223,,0.183,7.31,0.64,0.32,40.68,0.12,38.57,8.71,66.72,9.84,8.85,6.14,7.78,797.9,145,,,,,14.47,61.26,142.42,27.73,4.62,5.02,23.84,,,,7.46,2.19,0.76,,,,,,,,,,,,2.79,,Thames_PP_11,19/01/2016,14,48,10,433,38,10,0,313,139,14,14,,,,,,,
TC11,25/01/16,Ock at Abingdon,25,1,16,13:50,13:45,,11.6,7.99,4863,14.01,171,222,280,,0.127,7.42,1.13,0.33,36.59,0.14,37.26,8.41,69.22,9.12,8.51,6.38,7.83,800.9,150,,,,,14.55,61.39,140.41,27.94,4.75,5.24,21.59,,,,5.94,2.25,0.83,,,,,,,,,,,,2.3,,Thames_PP_11,27/01/2016,58,72,5,442,14,48,5,226,168,0,5,,,,,,,
TC11,01/02/16,Ock at Abingdon,1,2,16,14:05,14:00,Slightly higher flow,11.7,7.95,5330,7.27,174,211,263,,0.127,7.44,1.44,0.31,34.47,0.14,37.89,8.55,67.41,9.64,8.65,6.72,7.83,787.9,154,,,,,,61.29,139.45,36.75,4.73,5.32,20.48,,,,5.80,2.62,0.51,,,,,,,,,,,,2.38,,Thames_PP_11,02/02/2016,48,87,0,539,58,34,19,341,221,10,29,,,,,,,
TC11,08/02/16,Ock at Abingdon,8,2,16,14:15,14:15,High flow,9.2,7.77,3565,87.02,172,220,425,,0.055,6.37,4.79,0.39,27.61,0.05,24.73,5.58,35.39,6.03,5.63,9.30,7.64,543,131,,,,,,57.88,89.04,743.22,4.72,3.90,15.90,,,,9.78,6.71,3.29,,,,,,,,,,,,6.29,,Thames_PP_11,09/02/2016,221,375,63,2006,192,188,10,678,1818,144,58,,,,,,,
TC11,15/02/16,Ock at Abingdon,15,2,16,14:20,14:15,,5,8.02,4789,10.91,144,161,201,,0.157,7.44,1.04,0.31,32.58,0.08,34.05,7.69,60.73,9.14,7.81,7.82,7.81,752.5,138,,,,,29.69,58.13,128.61,40.71,4.71,5.01,19.41,,,,6.49,2.27,0.76,,,,,,,,,,,,2.67,,Thames_PP_11,18/02/2016,106,82,0,688,29,43,0,183,139,10,29,,,,,,,
TC11,22/02/16,Ock at Abingdon,22,2,16,14:15,14:15,,9.5,8.07,5269,14.7,145,160,217,,0.073,7.30,1.53,0.34,34.23,0.15,33.38,7.54,61.76,8.48,7.59,6.80,7.78,756.9,119,,,,,19.17,64.36,138.41,29.78,4.59,5.04,20.63,,,,5.42,2.53,1.14,,,,,,,,,,,,2.99,,Thames_PP_11,23/02/2016,192,106,29,611,48,34,5,322,183,10,24,,,,,,,
TC11,29/02/16,Ock at Abingdon,29,2,16,14:10,14:15,,6.2,8.14,5132,7.33,155,172,197,,0.064,7.61,1.01,0.24,34.06,0.15,34.50,7.79,65.36,8.97,7.84,5.50,7.91,722.4,96,,,,,,51.89,140.95,12.07,4.88,4.67,20.56,,,,7.34,2.20,0.19,,,,,,,,,,,,1.73,,Thames_PP_11,01/03/2016,423,87,10,1236,19,10,0,231,91,10,34,,,,,,,
TC11,07/03/16,Ock at Abingdon,7,3,16,14:40,14:45,,6.1,8.24,5146,5.67,157,161,207,,0.062,7.27,2.76,0.22,37.10,0.09,34.39,7.76,67.61,8.93,7.81,4.85,8.03,773.8,169,,,,,,50.67,137.11,12.60,5.04,4.53,21.45,,,,7.37,2.29,0.54,,,,,,,,,,,,1.61,,Thames_PP_11,08/03/2016,337,173,5,1279,5,19,5,207,111,5,14,,,,,,,
TC11,14/03/16,Ock at Abingdon,14,3,16,14:10,14:15,,7.9,8.2,4622,6.19,133,165,174,,0.046,6.75,1.80,0.33,34.39,0.06,33.07,7.47,63.34,9.31,7.50,6.72,7.88,773.1,57,,,,,,64.14,140.13,15.52,4.43,4.71,20.55,,,,6.24,3.59,-0.75,,,,,,,,,,,,2.44,,Thames_PP_11,15/03/2016,390,106,14,428,67,38,5,197,72,5,5,,,,,,,
TC11,21/03/16,Ock at Abingdon,21,3,16,14:20,14:15,,8.6,8.36,4599,5.29,151,164,174,,0.045,6.89,3.28,0.26,34.03,0.08,34.32,7.75,64.87,8.18,7.78,5.47,8.11,761.4,94,,,,,1.13,52.59,139.36,9.57,4.96,4.53,20.21,,,,5.93,2.24,1.66,,,,,,,,,,,,1.75,,Thames_PP_11,22/03/2016,467,212,29,712,5,10,0,279,120,5,14,,,,,,,
TC11,29/03/16,Ock at Abingdon,29,3,16,14:15,14:15,Higher after rain,8.3,7.87,3372,57.69,194,200,366,,0.170,6.61,14.29,0.36,22.99,0.18,31.39,7.09,39.40,7.34,7.22,12.34,7.78,567.1,89,,,,,220.29,63.47,96.25,221.20,4.67,3.90,14.17,,,,6.42,3.19,3.81,,,,,,,,,,,,6.64,,Thames_PP_11,30/03/2016,880,1145,91,2035,226,125,10,332,803,34,38,,,,,,,
TC11,04/04/16,Ock at Abingdon,4,4,16,14:30,14:30,,10.7,8.27,5049,8.16,140,148,187,,0.060,6.10,3.66,0.26,35.22,0.08,31.36,7.08,64.70,9.14,7.13,6.37,7.85,787.3,96,,,,,-0.54,63.12,138.46,14.29,4.92,4.74,22.30,,,,6.54,2.11,1.31,,,,,,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,
TC11,11/04/16,Ock at Abingdon,11,4,16,14:40,14:45,,9.5,8,5031,11.91,121,147,199,,0.086,4.73,9.73,0.23,35.10,0.11,27.63,6.24,66.97,6.79,6.30,6.06,7.91,727.8,152,,,,,14.76,62.77,125.10,30.08,4.58,4.35,21.64,,,,6.87,5.45,2.39,,,,,,,,,,,,4.15,,Thames_PP_11,12/04/2016,2217,1024,289,1433,38,43,14,53,149,29,24,,,,,,,
TC11,18/04/16,Ock at Abingdon,18,4,16,14:20,14:15,,9.2,8.13,5779,8.08,153,167,226,,0.075,6.04,5.36,0.35,31.99,0.11,30.08,6.79,61.42,7.87,6.85,7.51,7.86,759.5,92,,,,,9.64,76.24,139.18,25.30,4.55,5.06,20.19,,,,6.46,2.50,4.03,,,,,,,,,,,,2.57,,Thames_PP_11,19/04/2016,948,669,144,962,14,63,10,43,67,0,43,,,,,,,
TC11,25/04/16,Ock at Abingdon,25,4,16,14:30,14:30,,9.7,8.31,3924,4.03,146,167,184,,0.027,5.24,5.80,0.27,33.98,0.03,28.26,6.38,65.34,7.52,6.40,5.59,7.98,752.8,142,,,,,3.05,63.07,136.02,12.38,4.92,4.81,20.72,,,,6.14,2.40,3.16,,,,,,,,,,,,1.89,,Thames_PP_11,26/04/2016,895,529,96,1044,14,43,5,77,24,10,29,,,,,,,
TC11,03/05/16,Ock at Abingdon,3,5,16,14:45,14:45,,11.9,8.59,5053,4.29,149,196,235,,0.037,4.14,10.19,0.20,35.32,0.08,30.27,6.83,67.59,7.51,6.86,4.69,8.21,731.5,85,,,,,9.2,57.22,131.15,20.6,5.47,4.48,21.24,,,,5.6,3.3,1.3,,,,,,,,,,,,1.48,,Thames_PP_11,04/05/2016,1626,539,106,1135,34,34,19,67,0,0,48,,,,,,,
TC11,09/05/16,Ock at Abingdon,9,5,16,14:50,14:45,,15.9,8.32,4819,5.04,183,190,230,,0.031,4.49,12.66,0.18,34.00,0.10,28.62,6.46,63.76,6.92,6.49,5.15,7.96,713.7,119,,,,,0.02,56.73,128.85,12.33,5.27,4.39,20.05,,,,6.11,2.26,3.15,,,,,,,,,,,,1.32,,Thames_PP_11,11/05/2016,885,529,101,1486,38,38,5,149,96,5,67,,,,,,,
TC11,16/05/16,Ock at Abingdon,16,5,16,14:40,14:45,,13.6,8.22,5542,5.81,180,207,239,,0.049,7.22,3.29,0.32,31.78,0.14,28.87,6.52,61.40,7.36,6.55,6.42,7.84,750.3,91,,,,,-1.20,76.14,136.56,15.39,4.78,4.77,19.78,,,,8.91,2.34,1.86,,,,,,,,,,,,1.82,,Thames_PP_11,17/05/2016,1477,3930,197,1366,34,38,5,72,10,5,38,,,,,,,
TC11,23/05/16,Ock at Abingdon,23,5,16,12:30,12:30,,13.4,8.17,4952,6.56,210,225,263,,0.051,7.35,6.29,0.27,31.55,0.08,28.23,6.37,58.11,7.82,6.41,6.14,7.92,741,87,,,,,,58.22,130.98,17.19,4.97,4.36,19.69,,,,7.70,2.51,1.00,,,,,,,,,,,,1.46,,Thames_PP_11,24/05/2016,1429,3266,125,1140,34,29,5,111,24,0,5,,,,,,,
TC11,31/05/16,Ock at Abingdon,31,5,16,14:15,14:15,,13,8.02,4966,9.72,248,271,329,,0.118,7.56,16.60,0.18,34.29,0.13,30.11,6.80,59.94,8.36,6.89,5.80,7.87,725.8,143,,,,,,48.53,128.63,15.00,5.40,4.07,20.25,,,,7.69,4.47,2.65,,,,,,,,,,,,1.15,,Thames_PP_11,01/06/2016,337,649,82,1429,58,29,10,91,48,5,24,,,,,,,
TC11,06/06/16,Ock at Abingdon,6,6,16,14:20,14:15,,16.5,8.2,4845,7.32,234,255,289,,0.109,8.25,2.90,0.17,32.88,0.24,28.97,6.54,61.31,7.31,6.62,4.37,7.94,719.7,58,,,,,,48.80,128.57,10.64,5.28,4.05,19.87,,,,6.28,1.78,0.17,,,,,,,,,,,,1,,Thames_PP_11,07/06/2016,120,303,19,880,24,38,10,63,5,5,10,,,,,,,
TC11,13/06/16,Ock at Abingdon,13,6,16,14:30,14:30,,15.7,8.17,4697,6.17,279,313,364,,0.067,8.81,4.43,0.18,31.67,0.22,28.10,6.35,57.98,7.85,6.40,4.39,7.91,696.7,98,,,,,,49.49,123.40,14.32,5.54,3.99,20.38,,,,8.18,2.43,0.75,,,,,,,,,,,,1.02,,Thames_PP_11,15/06/2016,125,822,72,760,34,14,14,87,14,5,5,,,,,,,
TC11,20/06/16,Ock at Abingdon,20,6,16,14:50,14:45,,15.9,7.98,4099,15.22,219,239,300,,0.057,7.07,5.40,0.19,29.43,0.28,21.00,4.74,55.15,5.50,4.78,4.80,7.82,620.2,71,,,,,11.83,50.62,106.32,33.24,4.88,3.69,19.10,,,,8.23,3.65,0.81,,,,,,,,,,,,1.89,,Thames_PP_11,22/06/2016,111,808,82,2073,48,106,10,63,101,34,63,,,,,,,
TC11,27/06/16,Ock at Abingdon,27,6,16,14:30,14:30,,15.8,8.11,4922,17.85,282,325,365,,0.066,8.50,5.82,0.37,26.73,0.17,29.09,6.57,54.30,7.58,6.62,8.65,7.74,695,96,,,,,16.49,83.63,124.96,41.32,5.32,4.73,17.82,,,,8.46,3.23,2.92,,,,,,,,,,,,1.85,,Thames_PP_11,29/06/2016,168,1000,111,2184,29,96,10,87,72,10,29,,,,,,,
TC11,04/07/16,Ock at Abingdon,4,7,16,14:40,14:45,,15.4,8.13,4893,4.65,251,264,289,,0.041,8.30,1.37,0.19,37.26,0.05,27.54,6.22,79.74,7.45,6.25,4.56,8.07,775.1,82,,,,,3.10,54.22,132.14,18.53,5.44,4.48,22.46,,,,6.35,2.33,-0.29,,,,,,,,,,,,1,,Thames_PP_11,05/07/2016,63,341,24,2636,34,14,0,139,14,0,10,,,,,,,
TC11,11/07/16,Ock at Abingdon,11,7,16,14:50,14:45,,17.3,8.24,4672,4.86,295,322,356,,0.047,8.87,2.04,0.15,35.81,0.06,31.57,7.13,64.18,8.41,7.16,4.01,7.9,724.1,89,,,,,8.32,52.07,123.40,16.70,5.78,3.98,22.62,,,,6.19,2.75,1.11,,,,,,,,,,,,0.697,,Thames_PP_11,13/07/2016,164,226,43,712,10,5,0,72,5,5,34,,,,,,,
TC11,18/07/16,Ock at Abingdon,18,7,16,14:50,14:45,,18.8,8.22,4534,4.97,309,319,356,,0.042,8.60,1.94,0.01,37.77,0.08,28.54,6.45,77.74,7.40,6.48,4.09,7.88,733.9,55,,,,,5.53,49.28,123.94,11.79,5.95,4.19,23.48,,,,5.65,2.51,0.28,,,,,,,,,,,,0.673,,Thames_PP_11,19/07/2016,207,250,34,2054,24,34,0,168,87,10,38,,,,,,,
TC11,25/07/16,Ock at Abingdon,25,7,16,14:40,14:45,,17.6,8.3,4328,4.63,321,365,383,,0.021,9.14,1.37,0.15,34.32,0.05,26.05,5.88,63.90,6.69,5.90,3.47,7.91,701.5,89,,,,,0.041,48,113,31,5.65,3.77,22.7,0.342,23.3,9.58,,,,,,,,,,,,,,,0.585,,Thames_PP_11,26/07/2016,139,197,43,1606,24,29,5,197,53,5,34,,,,,,,
TC11,01/08/16,Ock at Abingdon,1,8,16,14:40,14:45,,16.1,7.81,4556,4.13,327,349,369,,0.038,9.14,2.03,0.14,36.86,0.04,30.29,6.84,65.87,7.41,6.87,3.03,7.9,729.8,116,,,,,<LOD,49.8,118,18,6.06,3.9,24.7,0.372,24.5,9.55,,,,,,,,,,,,,,,0.508,,Thames_PP_11,02/08/2016,135,279,63,1424,5,14,0,173,14,5,43,,,,,,,
TC11,08/08/16,Ock at Abingdon,8,8,16,14:30,14:30,,17.1,8.12,4750,4.92,340,351,380,,0.036,8.94,1.38,0.14,36.48,0.06,27.52,6.21,62.62,6.53,6.24,4.03,7.86,724.7,104,,,,,<LOD,52,118,10,6.54,4.07,25.1,0.395,23.6,9.4,,,,,,,,,,,,,,,0.482,,Thames_PP_11,09/08/2016,164,207,34,933,5,24,0,115,5,0,29,,,,,,,
TC11,15/08/16,Ock at Abingdon,15,8,16,14:50,14:45,,16.8,8.14,4328,4.28,350,371,395,,0.061,8.85,1.79,0.16,38.27,0.12,29.68,6.70,67.71,7.65,6.75,3.18,7.83,711.9,86,,,,,<LOD,51.1,113,15,6.49,3.97,25.7,0.388,24.3,9.09,,,,,,,,,,,,,,,0.442,,Thames_PP_11,16/08/2016,207,226,34,1996,14,10,24,82,34,0,10,,,,,,,
TC11,22/08/16,Ock at Abingdon,22,8,16,14:31,14:30,,17.1,8.09,4155,3.33,354,376,452,,0.011,8.80,1.84,0.14,39.28,0.03,29.625,6.69,71.91,7.47,6.70,3.19,7.8,730.2,131,,,,,<LOD,49.9,115,15,6.75,4.07,26.1,0.404,25.8,8.89,,,,,,,,,,,,,,,0.472,,Thames_PP_11,23/08/2016,265,236,38,2415,19,38,5,58,5,0,29,,,,,,,
TC11,30/08/16,Ock at Abingdon,30,8,16,14:20,14:15,,17.5,7.9,4565,6.36,373,405,495,,0.045,8.56,1.56,0.17,37.81,0.04,26.70,6.03,74.11,6.38,6.06,3.51,7.99,720.4,190,,,,,<LOD,53.6,114,15,6.86,4.1,23.9,0.437,26.7,8.7,,,,,,,,,,,,,,,0.469,,Thames_PP_11,01/09/2016,188,428,34,2948,14,24,5,38,10,0,5,,,,,,,
TC11,05/09/16,Ock at Abingdon,5,9,16,14:25,14:30,,16.4,8,3850,5.9,379,419,468,,0.055,7.16,2.24,0.15,35.29,0.09,27.40,6.19,60.97,6.79,6.23,3.12,7.86,644.5,69,,,,,<LOD,49,101,26,6.7,3.68,24.2,0.43,22.4,7.68,,,,,,,,,,,,,,,0.572,,Thames_PP_11,06/09/2016,539,601,63,1914,14,19,5,77,67,14,29,,,,,,,
TC11,12/09/16,Ock at Abingdon,12,9,16,14:25,14:30,,16,8.09,4439,6.17,496,506,612,,0.042,8.61,1.82,0.16,38.66,0.05,27.80,6.28,74.89,5.20,6.31,4.05,7.81,751,76,,,,,<LOD,53,115,18,7.49,4.29,26.4,0.49,26.2,8.54,,,,,,,,,,,,,,,0.501,,Thames_PP_11,13/09/2016,192,438,87,1775,19,24,5,91,14,0,0,,,,,,,
